"Dataset_ID","slice","TJJA","tree_uni","tree_tip","tree_uni_scatter5","tree_tip_scatter5","tree_uni_scatter10","tree_tip_scatter10","tree_uni_scatter15","tree_tip_scatter15","Longitude","Latitude"
16,1500,12.514907430013,61.7649981627096,80.7786755342767,57.7249531472564,89.4659691366432,65.3834752785416,84.1675156253563,76.0699236963672,82.0248479808696,8.729075,53.694
16,500,12.4372029622396,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4300,12.6637070719401,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1400,12.4420536295573,61.7421399711157,80.7786755342767,62.0082441674287,79.5925910507845,69.9169144371744,67.2201517444064,57.9302404827678,66.2849466869162,8.729075,53.694
16,1900,12.370109761556,61.3999839917639,80.7786755342767,61.4666598868638,75.5645056534098,45.2816478684005,100,77.817226811614,100,8.729075,53.694
16,800,12.5027517700196,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,400,12.497883199056,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1000,12.3542349243164,61.6321441926409,80.7786755342767,54.9377320035299,78.9105582937732,50.8757640414625,95.219582046145,68.0614929520669,77.6509506844443,8.729075,53.694
16,4500,12.6164711507162,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4200,12.4063404337565,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1200,12.423603515625,61.6362444097903,80.7786755342767,61.7130487169952,81.2832626523417,64.8295159360343,76.9063873421162,82.7381869734592,100,8.729075,53.694
16,2800,12.4016044108073,62.2336110673638,80.7786755342767,61.380436707399,82.3441195040351,71.7294888630353,96.261128762424,48.0699927259166,93.0129370174112,8.729075,53.694
16,3300,12.4792226155599,61.97451940659,80.7786755342767,63.2808155054363,84.9903129628206,60.2072808712386,81.8803401313513,53.92631618024,74.0018232327137,8.729075,53.694
16,2100,12.4087805175781,61.3732501499696,80.7786755342767,59.06285525974,83.3914074829021,46.3382133148967,73.7371663178614,59.33256177099,78.2502162013069,8.729075,53.694
16,300,12.277484741211,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1800,12.4156597900391,61.5229818487103,80.7786755342767,66.6027227294369,78.99173197642,72.3805728439953,83.7269238943117,31.3597302232235,74.1391498172877,8.729075,53.694
16,2200,12.3554282633464,61.5317269561312,80.7786755342767,68.1890200463124,72.057716035026,65.3837308121674,72.7309982072388,82.6808888587999,82.4212671431664,8.729075,53.694
16,1100,12.2738583374024,61.6168318449802,80.7786755342767,61.1707438068152,82.8759254022966,64.9640659078401,87.2702943336709,68.9451741569558,80.7588604116784,8.729075,53.694
16,2000,12.243720703125,61.3349725903788,80.7786755342767,57.8729753245039,83.3528587742415,54.9932061343184,99.6231639549643,76.7688828123097,84.1883684152246,8.729075,53.694
16,2400,12.5148394775391,62.0711132918966,80.7786755342767,52.4397907572499,81.0434887724895,73.1905265188008,86.1835108922416,57.3096155549755,69.841201249547,8.729075,53.694
16,2500,12.4520565795899,62.3069982240602,80.7786755342767,64.1985191583498,78.012437054082,71.112542607633,89.4838389774532,76.7338987136575,65.5896174644933,8.729075,53.694
16,1300,12.3945078531901,61.6885794136715,80.7786755342767,64.9836949478954,81.8462377566687,61.1700642244441,100,58.5632843298067,65.7968088386251,8.729075,53.694
16,4100,12.3439537556966,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1700,12.439460550944,61.6498307221328,80.7786755342767,57.9490342339483,87.6717492757925,80.6966209834696,71.5911346195951,53.3125761701743,73.020119045729,8.729075,53.694
16,3100,12.470922648112,61.7776067178184,80.7786755342767,57.0509275657656,87.4419971173106,56.1986503745878,75.2909988306522,51.0174790093988,97.48807967098,8.729075,53.694
16,100,12.7918226114909,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4000,12.4436292521159,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,600,12.4949325561524,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3600,12.3347028605143,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,900,12.3578180948893,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,2700,12.3926501464844,62.3888452346214,80.7786755342767,69.0431145793471,84.6569225791715,66.3263727724919,78.6609798751983,62.2735949905173,78.0858095926365,8.729075,53.694
16,2300,12.181769917806,61.7854016600085,80.7786755342767,64.0240312666102,83.9471999493489,68.6482587566325,78.2142645449002,100,73.1662185965701,8.729075,53.694
16,3800,12.629818725586,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3000,12.2287341308594,61.8550902650561,80.7786755342767,59.119452101066,75.2580204133543,50.533914538025,72.1450424899424,92.8602117328861,83.8526774881385,8.729075,53.694
16,1600,12.244292195638,61.7361634817504,80.7786755342767,63.6398772799356,89.8521748922192,59.1498811416852,94.5203766638173,61.6756627282485,87.0154018613553,8.729075,53.694
16,2900,12.516984354655,62.0282296642956,80.7786755342767,64.9632725716378,83.7847659563993,67.6542752460644,82.097477156678,47.4568064275963,93.0346212605448,8.729075,53.694
16,3400,12.392185160319,62.1771221711292,80.7786755342767,57.2614479994403,80.3897882105924,47.6766021589727,63.6121864765546,44.911182793347,100,8.729075,53.694
16,3500,12.7036372884115,62.3240638757505,80.7786755342767,70.8357773094097,75.4650322828314,49.6642537277512,98.7000814957994,90.3556028521782,52.0402734044104,8.729075,53.694
16,3900,12.5732730102539,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
3874,10400,15.0624704996745,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3874,9600,15.2400494384766,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,3500,14.4327779134115,69.9526870223897,80.7786755342767,73.3536791641041,86.8908947057541,84.7628388955076,70.6213985892954,69.6278129579642,67.3925735317393,7.575,46.725
3875,10800,14.5568173217774,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,5600,14.5364135742188,70.2286525667466,80.7786755342767,73.1939290131476,78.7964311076847,78.0066516420334,84.1762381644464,60.4564232563863,76.7903716952645,7.575,46.725
3875,2300,13.968000386556,69.5760623969806,80.7786755342767,76.3689370283108,81.3091421829402,84.3894637792828,81.1123134910774,43.2414097950511,63.5417779977487,7.575,46.725
3875,2800,14.1151590983073,69.8031063053883,80.7786755342767,71.329994711498,83.862832352298,77.8966831287382,63.4468256224431,95.0339657695338,77.576152395173,7.575,46.725
3875,6300,14.6677402750651,70.3721455901899,80.7786755342767,70.4524061269328,84.0730180810151,55.243380907309,68.069275287711,79.596164185201,71.84368882878,7.575,46.725
3875,4000,14.4010901896159,70.0285201603239,80.7786755342767,68.0464338360407,80.4967976082222,57.0048712397444,85.3745362829511,80.6877399251974,62.2309329780886,7.575,46.725
3875,8300,15.1924555460612,70.4132761846634,80.7786755342767,67.9878845716705,71.0821270616663,92.1100691318224,82.4499651707136,66.7130463008477,77.7194834969085,7.575,46.725
3875,3200,14.0431477864584,69.7519827378179,80.7786755342767,70.781183337342,82.1560497604901,63.7743143120678,67.0339495396141,61.186617236089,73.6234962219602,7.575,46.725
3875,4400,14.1184032185873,69.6071027101921,80.7786755342767,68.8141603469536,86.0298011081356,73.3060793741085,72.1454528888279,85.8275486968767,87.0689753037389,7.575,46.725
3875,10200,15.1492966715495,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,600,14.076872660319,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,400,13.8711774698893,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,1500,14.1376157633464,69.4486691294273,80.7786755342767,69.7482208985124,74.5898629070381,65.7141087847877,77.1997565637659,75.716310478675,70.2693313910949,7.575,46.725
3875,1300,14.0702891031901,69.3421294318464,80.7786755342767,64.8569326454583,76.9526428798823,72.3322813688882,82.7532135556852,75.3297323904656,59.6371112502756,7.575,46.725
3875,6800,14.7032182820638,70.5525630563797,80.7786755342767,68.0539736015064,79.0811594474996,80.3226541377027,87.506079294778,69.3410763844269,91.0971519190311,7.575,46.725
