"Dataset_ID","slice","TJJA","tree_uni","tree_tip","tree_uni_scatter5","tree_tip_scatter5","tree_uni_scatter10","tree_tip_scatter10","tree_uni_scatter15","tree_tip_scatter15","Longitude","Latitude"
16,1500,12.5206444295248,61.7353703028169,80.7786755342767,53.8863811166959,73.3371873439237,86.1900997418074,70.3402454621769,42.9565420372832,56.1628167608085,8.729075,53.694
16,500,12.3712222290039,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4300,12.9266654459636,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1400,12.1390188598633,61.6167820130174,80.7786755342767,58.2368178016096,86.6325864377729,59.2288980139666,69.8302226913014,68.7731854300265,65.5095355892735,8.729075,53.694
16,1900,12.065498046875,61.5719159165578,80.7786755342767,67.0504084041958,78.7261056393849,72.8818634896055,84.3224233653196,57.5305453130603,66.8200505979565,8.729075,53.694
16,800,12.1943587239584,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,400,12.3538278198242,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1000,12.6188157145183,61.1804109933864,80.7786755342767,53.8376343727101,86.375334804979,64.1568537151158,95.1852542170062,53.2697458331497,54.383366797565,8.729075,53.694
16,4500,12.7396059163412,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4200,12.580109761556,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1200,12.4218181355794,61.3064898164425,80.7786755342767,60.6243172265997,79.3908581130867,58.2591023275381,76.7442690049574,95.1134662559501,100,8.729075,53.694
16,2800,12.4897255452474,61.7365768997676,80.7786755342767,62.1961152945659,74.5463875680528,67.7277223059234,74.7081357919977,64.8912628014477,85.1713998984369,8.729075,53.694
16,3300,12.2687862141927,62.1739979743186,80.7786755342767,52.4922424953101,87.9767478248656,50.4046780463855,79.6363720942933,40.890776705298,65.9536615468647,8.729075,53.694
16,2100,12.3994166056315,61.4573714862213,80.7786755342767,66.7398118439253,83.4779576305163,65.9099981229843,100,80.2693277453376,100,8.729075,53.694
16,300,12.1435025024414,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1800,12.3392454020183,61.6715917717107,80.7786755342767,67.1740154113853,84.7659687231779,52.9074019558762,78.389259326223,96.9843196856619,99.4977487663464,8.729075,53.694
16,2200,12.5991668701172,61.4552633239272,80.7786755342767,55.7202043128971,80.8672749120439,57.4761391846232,88.8206350731043,48.2959235410747,69.9364081158625,8.729075,53.694
16,1100,11.8609677124024,61.211351272135,80.7786755342767,57.4703163183327,82.5473389378093,72.8189672762627,65.0699935083843,72.7784442950217,85.0722211350101,8.729075,53.694
16,2000,12.4239500935873,61.4932345090457,80.7786755342767,61.0642982438494,80.84356541806,54.3852572646129,83.4898277685335,59.0634643240924,79.0397323811824,8.729075,53.694
16,2400,12.0714536539714,61.4978612450875,80.7786755342767,55.0661916021787,79.1000949964335,53.8975428065854,86.733039662043,82.0669828313544,68.074573414395,8.729075,53.694
16,2500,12.4757600911459,61.5395446408118,80.7786755342767,62.4507856437257,73.9241094941657,76.0605368997704,62.9077605944472,55.472435923015,83.2322299271395,8.729075,53.694
16,1300,12.4699979654948,61.4569803169614,80.7786755342767,67.4867675222635,83.4406312908581,79.7702922147909,75.1363094820107,14.7960252174498,78.9767824256453,8.729075,53.694
16,4100,12.5635543823242,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,1700,12.4583500162761,61.7537979321752,80.7786755342767,64.8910273848281,88.2016389033121,74.1559130548272,82.2904590095256,47.162832482228,64.8184011082968,8.729075,53.694
16,3100,12.4364611816406,61.9048021511686,80.7786755342767,62.7987386489467,81.1179473641547,57.8390603617281,74.861139258939,81.0524322973416,51.2962143514218,8.729075,53.694
16,100,13.0151576741537,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,4000,12.7008599853516,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,600,12.4526360066732,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3600,12.7355261230469,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,900,12.5109284464518,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,2700,12.3569862874349,61.6661809464216,80.7786755342767,64.4328994973993,85.5591707119752,65.316322928104,82.3983748053001,71.2764783981623,70.6056674530824,8.729075,53.694
16,2300,12.3471118164063,61.4701270918858,80.7786755342767,62.5574231624453,81.9288032938824,45.0689477281294,83.6903029962757,64.631552834499,89.3389418860472,8.729075,53.694
16,3800,12.498029683431,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
16,3000,12.5595994059245,61.8467322839048,80.7786755342767,62.1819262123183,79.8443150852118,52.28558110196,80.909238014909,58.8367378678089,83.8873980011695,8.729075,53.694
16,1600,12.6435868326823,61.7823965070718,80.7786755342767,74.1987599263375,80.7331208314425,67.3617855766294,72.7742371334927,82.1485497403494,85.3266787772498,8.729075,53.694
16,2900,12.2686536661784,61.7968734817591,80.7786755342767,61.8433183005961,80.8895563622072,51.187650095525,65.4340173087731,69.0594825461849,96.2389647439468,8.729075,53.694
16,3400,12.5182518513998,62.4079085150962,80.7786755342767,66.6876967958112,76.0098200276902,57.9983819568043,80.8536613399544,87.2292065502699,74.2523139424217,8.729075,53.694
16,3500,12.5991542561849,62.6049806613956,80.7786755342767,55.8686677915399,88.7272719392198,56.583226640435,73.6539245498738,77.8446877915457,58.0757395140534,8.729075,53.694
16,3900,12.8174803670248,NA,NA,NA,NA,NA,NA,NA,NA,8.729075,53.694
3874,10400,15.4456098429362,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3874,9600,15.6499675496419,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,3500,14.4973638916016,70.2242594402974,80.7786755342767,69.7766007347476,77.3152741102278,68.9950512013108,93.8299465361314,90.4958732948338,64.5787554812987,7.575,46.725
3875,10800,15.0859342447917,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,5600,14.5588787841797,70.4001823890187,80.7786755342767,77.8714715786842,85.0104679351202,63.9736567232615,99.2476919208931,89.8658952058935,80.1641274982353,7.575,46.725
3875,2300,14.1477172851563,69.8080228385425,80.7786755342767,63.7815976207533,84.6159387631339,63.380716806954,83.338616451139,62.0312913685069,65.6498613466832,7.575,46.725
3875,2800,14.4255849202474,70.0944805494302,80.7786755342767,73.776676641371,73.9400201508431,56.3706414152438,94.5662968894898,54.6667898480253,47.7499185776889,7.575,46.725
3875,6300,15.0506536865235,70.6563703404507,80.7786755342767,62.463356266247,74.3863157589565,89.5352714066277,75.4392688701947,68.8081085398221,75.1296740545206,7.575,46.725
3875,4000,14.6341347249349,70.4162650086312,80.7786755342767,65.8228742701024,81.4655246706681,77.0045773757578,94.9677686695431,74.3719049116338,80.0559429132958,7.575,46.725
3875,8300,15.4277543131511,70.339964053327,80.7786755342767,70.991319253021,92.906232513123,69.529288973649,79.6060415498441,85.8494873612523,76.938645264236,7.575,46.725
3875,3200,14.4212365722656,70.1139829497567,80.7786755342767,69.4597361529288,83.351229880964,70.8553744294648,75.2418246030423,73.9300052628629,73.8613295311019,7.575,46.725
3875,4400,14.7444672648112,70.2401090625905,80.7786755342767,70.3866545784655,73.8085498644549,78.1471604548189,71.0804235690014,84.4332893868946,88.2139664910043,7.575,46.725
3875,10200,15.5328155517578,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,600,14.3367961629232,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,400,14.3764645385742,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,1500,14.4369530232748,70.0317215937043,80.7786755342767,70.2486560380003,84.9215452619258,67.5269950314788,78.6159677652658,54.0738806737962,93.9401560309381,7.575,46.725
3875,1300,14.4198937988281,69.9595350102089,80.7786755342767,64.7295990617492,78.3190271112731,73.6988653216543,80.4147305767941,73.7461445236268,52.6898758972406,7.575,46.725
3875,6800,15.1715750122071,70.650094265197,80.7786755342767,64.6145208369686,79.0160659200183,61.3337667339702,97.3196106250094,54.0985182927068,89.6253369889304,7.575,46.725
3875,2500,14.3320686848959,69.905679148053,80.7786755342767,74.7338670254333,86.2838429567437,78.1667911977823,88.7250231731604,52.9358674737275,88.9763739989315,7.575,46.725
3875,1900,14.2858951822917,69.8623662757157,80.7786755342767,73.8688459219709,86.7550520120014,77.6638761569959,75.5227406896797,67.809935225869,100,7.575,46.725
3875,9700,15.6592125447591,69.7517325291921,80.7786755342767,71.1379594908287,86.7930809547942,65.7493801936754,71.7298819339504,81.7240350455763,96.7632518758549,7.575,46.725
3875,7900,15.5911163330078,70.2375806307132,80.7786755342767,76.6282467516276,82.955047991939,46.5200722782409,83.679262129813,76.4461483219747,99.3961572884373,7.575,46.725
3875,5200,14.6520841471354,70.2479872549199,80.7786755342767,65.4947168279961,83.0004294846502,62.6128386855885,85.6150939274755,48.194548514971,100,7.575,46.725
3875,7500,15.2690529378255,70.3942955757891,80.7786755342767,74.0903318232744,76.6576328329726,71.6247519312758,89.2806362336539,69.9132309824574,92.1463250352286,7.575,46.725
3875,6000,14.7149715169271,70.5520745079926,80.7786755342767,73.8085441521224,85.4099834198826,81.7306696003386,85.3456590739032,57.843490176577,79.8978722704625,7.575,46.725
3875,9300,15.9029362996419,69.6260289773287,80.7786755342767,65.5786667961601,88.6801614494557,73.7378238751555,85.2219322492681,37.5050645603155,84.4144573103187,7.575,46.725
3875,4700,14.1303919474284,70.0431023593564,80.7786755342767,75.7730102290969,86.6620155994505,67.3730017892813,67.3167489861357,71.9267232514449,70.7229749723537,7.575,46.725
3875,7200,15.2471966552735,70.521025905105,80.7786755342767,79.3085222261569,84.9514959181281,57.6995758545746,100,57.4954359633982,100,7.575,46.725
3875,900,14.1815664672852,NA,NA,NA,NA,NA,NA,NA,NA,7.575,46.725
3875,5800,14.6040636189779,70.4711139906533,80.7786755342767,72.9433184492579,78.1410190176004,66.7383879386308,94.6386442347788,72.5245056448001,79.1950330959144,7.575,46.725
3875,8800,15.4811920166016,70.3082982757027,80.7786755342767,73.7252288667074,77.5382494078693,73.2399251234965,83.5882385652403,85.7703460612358,87.8070415470703,7.575,46.725
3892,3500,14.4973638916016,70.2242594402974,25.2433361044615,70.8875121342474,24.6576859721647,66.2373485104316,15.1237294231642,50.0811879618293,5.74056382777335,6.994444,48.01333
3892,2900,14.3818828328451,70.1197959329251,25.2433361044615,71.0066079456596,20.9297009965345,90.8324270554891,39.4486717400717,45.3961692173419,25.448900062911,6.994444,48.01333
3892,1900,14.2858951822917,69.8623662757157,25.2433361044615,75.7658148272345,31.0859952457222,64.9616623995697,12.6457924333298,65.4124696150858,33.8511797434651,6.994444,48.01333
3892,2400,14.0559002685547,69.8467299191379,25.2433361044615,74.2633731485701,27.3863797731832,59.3475819657445,24.8413551404113,87.9776901972983,47.5290856875042,6.994444,48.01333
3892,7100,15.2533450317383,70.5585770151551,25.2433361044615,73.0859986593699,23.9956808014427,84.7247096231518,26.1451378944451,84.921194579553,32.0634711266877,6.994444,48.01333
3892,3600,14.5124076334636,70.2810919326892,25.2433361044615,67.3587189276341,31.5885301463113,90.5941174845353,28.492227038855,52.6936986356659,25.3026549862255,6.994444,48.01333
3892,4200,14.4948037719727,70.3772805510712,25.2433361044615,75.512499094571,20.4566486365951,73.9021924580459,40.884785688868,73.9340554769929,33.9812216650368,6.994444,48.01333
3892,3700,14.4612407430013,70.3325089706995,25.2433361044615,70.4037197558734,27.1846293524504,68.8624647523518,15.9290208503354,85.1726535242989,15.5117431971134,6.994444,48.01333
3892,5000,14.5481293741862,70.1253886602707,25.2433361044615,72.0854209966235,26.5237096817595,76.1018507549002,29.2231116402656,61.7406008622567,59.135526103924,6.994444,48.01333
3892,4000,14.6341347249349,70.4162650086312,25.2433361044615,60.2484696508922,20.5104921981095,52.9417722535669,15.602704072524,78.8689214062979,27.8547511971183,6.994444,48.01333
3892,6800,15.1715750122071,70.650094265197,25.2433361044615,80.1493049913106,27.4476710251671,75.0685300743931,17.4670298792476,58.0434747140355,24.0257636795329,6.994444,48.01333
3892,6100,14.8099166870117,70.5923968780274,25.2433361044615,66.3816783089624,26.878227840042,67.3045759437257,38.4515769626902,100,14.7010366991212,6.994444,48.01333
3892,10000,15.5869684855143,70.0238401083708,25.2433361044615,65.6800982042539,31.2522288564722,75.4729234240286,35.248315247845,81.762359361071,11.6764035034071,6.994444,48.01333
3892,3000,14.4325486246745,70.122596870802,25.2433361044615,73.968915767649,23.2405983911034,67.4449877065089,16.8045281948339,81.1656362990889,27.7074771698649,6.994444,48.01333
