"bimod","bistab","tree_type","cell"
FALSE,0,"tree_tip",99
FALSE,0,"tree_uni_scatter5",99
FALSE,0,"tree_tip_scatter5",99
FALSE,0,"tree_uni_scatter10",99
FALSE,0,"tree_tip_scatter10",99
FALSE,0,"tree_uni_scatter15",99
FALSE,0,"tree_tip_scatter15",99
FALSE,0,"tree_uni",36
FALSE,0,"tree_tip",36
FALSE,0,"tree_uni_scatter5",36
FALSE,0,"tree_tip_scatter5",36
TRUE,20.805315268242,"tree_uni_scatter10",36
FALSE,0,"tree_tip_scatter10",36
FALSE,0,"tree_uni_scatter15",36
FALSE,0,"tree_tip_scatter15",36
TRUE,1.7233636686917,"tree_uni",35
FALSE,0,"tree_tip",35
FALSE,0,"tree_uni_scatter5",35
FALSE,0,"tree_tip_scatter5",35
TRUE,13.9769537625638,"tree_uni_scatter10",35
FALSE,0,"tree_tip_scatter10",35
FALSE,0,"tree_uni_scatter15",35
FALSE,0,"tree_tip_scatter15",35
FALSE,0,"tree_uni",104
FALSE,0,"tree_tip",104
FALSE,0,"tree_uni_scatter5",104
FALSE,0,"tree_tip_scatter5",104
FALSE,0,"tree_uni_scatter10",104
FALSE,0,"tree_tip_scatter10",104
FALSE,0,"tree_uni_scatter15",104
FALSE,0,"tree_tip_scatter15",104
FALSE,0,"tree_uni",32
FALSE,0,"tree_tip",32
FALSE,0,"tree_uni_scatter5",32
FALSE,0,"tree_tip_scatter5",32
FALSE,0,"tree_uni_scatter10",32
FALSE,0,"tree_tip_scatter10",32
FALSE,0,"tree_uni_scatter15",32
FALSE,0,"tree_tip_scatter15",32
FALSE,0,"tree_uni",66
FALSE,0,"tree_tip",66
FALSE,0,"tree_uni_scatter5",66
FALSE,0,"tree_tip_scatter5",66
FALSE,0,"tree_uni_scatter10",66
FALSE,0,"tree_tip_scatter10",66
TRUE,27.8352997584029,"tree_uni_scatter15",66
FALSE,0,"tree_tip_scatter15",66
FALSE,0,"tree_uni",28
FALSE,0,"tree_tip",28
FALSE,0,"tree_uni_scatter5",28
FALSE,0,"tree_tip_scatter5",28
FALSE,0,"tree_uni_scatter10",28
FALSE,0,"tree_tip_scatter10",28
FALSE,0,"tree_uni_scatter15",28
FALSE,0,"tree_tip_scatter15",28
FALSE,0,"tree_uni",102
FALSE,0,"tree_tip",102
FALSE,0,"tree_uni_scatter5",102
FALSE,0,"tree_tip_scatter5",102
FALSE,0,"tree_uni_scatter10",102
FALSE,0,"tree_tip_scatter10",102
FALSE,0,"tree_uni_scatter15",102
FALSE,0,"tree_tip_scatter15",102
